step,time,active_vehicles,mean_speed_network,total_queue_len,total_waiting_time_snapshot
1940,1941.0,235,6.542374965380175,89,4008.0
1950,1951.0,234,6.794962438479142,87,3787.0
1960,1961.0,234,6.629511459704531,82,3053.0
1970,1971.0,235,6.786484805436873,78,1259.0
1980,1981.0,234,6.521998748318275,77,1176.0
1990,1991.0,236,6.642556366070925,89,1133.0
2000,2001.0,237,7.099731308831335,79,1387.0
2010,2011.0,238,7.745428553257281,74,1556.0
2020,2021.0,241,7.332426255857484,98,2072.0
2030,2031.0,244,6.701487629272742,96,2549.0
2040,2041.0,236,6.837607517102098,78,2714.0
2050,2051.0,236,6.788023925438516,98,3199.0
2060,2061.0,235,6.486666305165118,89,3283.0
2070,2071.0,239,6.979197366016015,85,3117.0
2080,2081.0,235,6.968867678541979,93,3579.0
2090,2091.0,233,6.531246583059774,88,3715.0
2100,2101.0,231,6.601961829445947,98,4261.0
2110,2111.0,234,6.064659159660189,98,3790.0
2120,2121.0,232,6.629668549179368,85,3525.0
2130,2131.0,233,7.36673289738752,90,3984.0
2140,2141.0,235,7.266667014287071,89,4345.0
2150,2151.0,240,7.834986170368416,75,4430.0
2160,2161.0,239,7.329951531737327,90,4852.0
2170,2171.0,243,7.516123451338302,83,5368.0
2180,2181.0,245,7.8029862265052445,68,5076.0
2190,2191.0,256,7.515358891952115,75,5260.0
2200,2201.0,249,7.142718441502409,92,5750.0
2210,2211.0,251,7.356861035779264,96,6229.0
2220,2221.0,251,7.339493003357319,84,6472.0
2230,2231.0,254,7.434985952399448,93,6862.0
2240,2241.0,257,6.831234309871789,101,7344.0
2250,2251.0,251,6.585290973824164,104,7951.0
2260,2261.0,251,6.874279856320192,106,8410.0
2270,2271.0,251,6.5556924360971385,91,6793.0
2280,2281.0,247,6.585810207947432,90,2740.0
2290,2291.0,245,6.741613064793473,94,2594.0
2300,2301.0,244,6.658735959228033,98,2996.0
2310,2311.0,248,7.180908099164603,85,2894.0
2320,2321.0,245,6.9403121923447575,91,1918.0
2330,2331.0,250,6.324743005526683,89,1732.0
2340,2341.0,252,6.488650671838035,96,1847.0
2350,2351.0,248,6.99754253302053,92,2302.0
2360,2361.0,247,6.521565632670801,95,2616.0
2370,2371.0,251,6.513296534249837,106,3053.0
2380,2381.0,249,6.562268352943915,89,3158.0
2390,2391.0,254,7.113115930773522,96,3604.0
2400,2401.0,256,6.972342233911393,105,4352.0
2410,2411.0,249,6.622857845083588,103,4841.0
2420,2421.0,252,6.052587453823517,108,5271.0
2430,2431.0,255,6.27219673780945,108,5478.0
2440,2441.0,254,6.734330529077475,96,5409.0
2450,2451.0,252,6.433177747394693,112,5952.0
2460,2461.0,255,6.253563699905359,113,6589.0
2470,2471.0,258,6.366746243913934,102,7057.0
2480,2481.0,261,6.287647542023035,110,7600.0
2490,2491.0,256,6.703056974993469,104,7825.0
2500,2501.0,252,6.785560345259036,95,7803.0
2510,2511.0,250,6.433471053171089,114,8336.0
2520,2521.0,250,6.00113910189763,110,9005.0
2530,2531.0,252,5.678338344702585,110,9281.0
2540,2541.0,257,5.8387370805038765,126,10028.0
2550,2551.0,262,6.228427233778718,107,10284.0
2560,2561.0,264,6.471634554611462,104,10780.0
2570,2571.0,266,6.973411840674363,95,10967.0
2580,2581.0,259,6.732327304961289,91,7291.0
2590,2591.0,256,6.868448380099935,96,3639.0
2600,2601.0,254,7.158756491112294,83,1044.0
2610,2611.0,250,6.559474519113925,98,1335.0
2620,2621.0,248,6.12856395296676,113,2034.0
2630,2631.0,248,6.624933065478724,90,2162.0
