step,time,active_vehicles,mean_speed_network,total_queue_len,total_waiting_time_snapshot
1800,1801.0,215,7.8195380352708295,66,878.0
1810,1811.0,219,7.367346367162793,65,983.0
1820,1821.0,221,6.886080462543177,71,1001.0
1830,1831.0,227,6.521825525602036,88,1120.0
1840,1841.0,221,7.190474860163678,71,1253.0
1850,1851.0,221,7.9262886529937076,74,1427.0
1860,1861.0,225,7.291208647091341,80,1801.0
1870,1871.0,223,6.995082544172679,86,2302.0
1880,1881.0,224,6.239584471015823,83,2413.0
1890,1891.0,224,7.604226594424193,67,2403.0
1900,1901.0,227,7.517724836904484,84,2811.0
1910,1911.0,228,7.874421293338855,81,3073.0
1920,1921.0,234,7.814636454295234,75,3338.0
1930,1931.0,233,7.2913313428841,81,3653.0
1940,1941.0,236,7.085677462224023,80,3680.0
1950,1951.0,237,7.343498255467202,70,3047.0
1960,1961.0,233,7.11385590644136,69,3167.0
1970,1971.0,231,7.328204280417218,85,3650.0
1980,1981.0,235,7.406372488551573,82,3700.0
1990,1991.0,235,6.750777205799148,91,3887.0
2000,2001.0,238,6.307159337303837,93,4232.0
2010,2011.0,232,6.89795297007683,85,4608.0
2020,2021.0,231,6.982019074116034,88,4952.0
2030,2031.0,230,6.6304052822354045,88,5417.0
2040,2041.0,235,6.509432756429264,82,4812.0
2050,2051.0,232,7.164284716658339,83,4037.0
2060,2061.0,231,6.655676296412425,84,3929.0
2070,2071.0,234,7.057310532259099,89,2549.0
2080,2081.0,234,7.310145943965492,88,2235.0
2090,2091.0,233,6.980561170271164,83,1885.0
2100,2101.0,234,7.337612107167923,76,1947.0
2110,2111.0,234,7.826611916330369,65,1336.0
2120,2121.0,233,8.216846819379588,67,824.0
2130,2131.0,234,7.703507405408766,77,965.0
2140,2141.0,229,7.6157010677728145,67,990.0
2150,2151.0,232,8.285690558768296,73,1214.0
2160,2161.0,226,7.468234148331731,80,1641.0
2170,2171.0,229,7.515484409832195,79,2062.0
2180,2181.0,232,6.592673021904648,96,2526.0
2190,2191.0,235,6.900558890916994,87,2594.0
2200,2201.0,232,7.6585894862023505,74,3005.0
2210,2211.0,231,7.409970019913102,82,3327.0
2220,2221.0,231,7.082532072928037,93,3833.0
2230,2231.0,232,7.148548816781917,89,4200.0
2240,2241.0,236,6.754089934380675,94,4650.0
2250,2251.0,235,6.683393839773574,85,4698.0
2260,2261.0,235,6.90507979414799,86,4400.0
2270,2271.0,235,6.877172033693467,86,4760.0
2280,2281.0,233,6.951456097722359,89,5273.0
2290,2291.0,240,6.917594141728512,88,5636.0
2300,2301.0,239,6.8531179076122415,90,5967.0
2310,2311.0,242,7.1449966405750684,87,6428.0
2320,2321.0,246,6.9040817551227285,97,6920.0
2330,2331.0,246,6.790259524844187,100,7218.0
2340,2341.0,243,6.330650019593385,96,7372.0
2350,2351.0,241,6.435503818712171,95,7844.0
2360,2361.0,243,6.767376363810569,96,8326.0
2370,2371.0,247,6.792462945496326,88,7467.0
2380,2381.0,246,7.229805616534567,74,5855.0
2390,2391.0,246,6.792656381765007,88,6319.0
2400,2401.0,246,6.288896516985143,97,6338.0
2410,2411.0,244,6.66908340854946,102,6444.0
2420,2421.0,247,6.878865033186637,78,3582.0
2430,2431.0,251,7.26507381114383,88,1373.0
2440,2441.0,246,7.373642698255279,85,1711.0
2450,2451.0,243,7.426996672864127,74,1895.0
2460,2461.0,243,7.258792163346862,89,2132.0
