step,time,active_vehicles,mean_speed_network,total_queue_len,total_waiting_time_snapshot
1820,1821.0,375,3.7535937690501173,244,28809.0
1830,1831.0,373,3.8083772889480274,240,27364.0
1840,1841.0,369,3.7791067270031817,234,27126.0
1850,1851.0,372,3.882549925524344,244,27743.0
1860,1861.0,373,3.7280932796748685,255,29233.0
1870,1871.0,374,3.6607418588564142,247,31307.0
1880,1881.0,376,3.3080420200663663,256,31894.0
1890,1891.0,377,3.581166753332356,245,30147.0
1900,1901.0,381,3.715031342615876,236,27540.0
1910,1911.0,387,3.7491715010754603,239,25301.0
1920,1921.0,393,3.671068580705416,240,24458.0
1930,1931.0,394,4.007262886013529,248,24917.0
1940,1941.0,403,3.9562039559537236,221,17599.0
1950,1951.0,403,3.9901041242478126,220,15261.0
1960,1961.0,406,3.807643269881342,265,16788.0
1970,1971.0,407,3.472485064923896,273,19092.0
1980,1981.0,408,3.3531128355576043,263,20791.0
1990,1991.0,413,3.588950900358874,274,22446.0
2000,2001.0,414,3.2245754640430144,275,24327.0
2010,2011.0,415,3.5313964379860825,281,24198.0
2020,2021.0,419,3.6213037722260735,280,25314.0
2030,2031.0,420,3.421051126516761,266,23236.0
2040,2041.0,427,3.5835709161232705,260,22303.0
2050,2051.0,425,3.3667038476096445,293,23810.0
2060,2061.0,427,3.0720535575544856,302,25005.0
2070,2071.0,428,3.212594996429167,305,27543.0
2080,2081.0,432,3.0668523480896956,302,28865.0
2090,2091.0,434,3.129167499689571,312,31128.0
2100,2101.0,427,3.059576476625521,317,34079.0
2110,2111.0,428,2.9749594162162625,322,37047.0
2120,2121.0,430,2.998036582000271,315,39557.0
2130,2131.0,433,3.1150655102410147,305,37776.0
2140,2141.0,438,3.343744813574796,295,36675.0
2150,2151.0,437,3.512929288204069,306,38044.0
2160,2161.0,441,3.188705026932391,321,39473.0
2170,2171.0,447,3.2600066671060675,315,40989.0
2180,2181.0,445,3.1581258567366515,325,43848.0
2190,2191.0,449,3.140938449405697,320,44830.0
2200,2201.0,454,3.0036344258791727,319,43201.0
2210,2211.0,460,3.1243100958660297,307,38185.0
2220,2221.0,465,3.51867144644194,278,31329.0
2230,2231.0,468,3.475472902999381,293,29820.0
2240,2241.0,471,3.2772748383232813,297,24816.0
2250,2251.0,474,3.0886061285798045,307,19884.0
2260,2261.0,473,3.6416907124957043,295,17746.0
2270,2271.0,478,3.8343126475791993,294,18136.0
2280,2281.0,478,3.6296028754816394,301,19792.0
2290,2291.0,483,3.5194822364276828,313,21612.0
2300,2301.0,484,3.6745888065688797,301,17875.0
2310,2311.0,484,3.5272922235722977,319,20424.0
2320,2321.0,481,3.370014180841583,317,20662.0
2330,2331.0,485,3.2002454452339624,350,22919.0
2340,2341.0,488,2.707023014320134,367,26321.0
2350,2351.0,489,2.504092681325457,371,29577.0
2360,2361.0,489,2.7460049133016895,359,32687.0
2370,2371.0,492,2.7825972018580285,365,35572.0
2380,2381.0,494,2.717411879000103,371,38686.0
2390,2391.0,498,2.849958739477558,375,42189.0
2400,2401.0,498,2.6217705509288245,381,45000.0
2410,2411.0,496,2.756125331547485,385,48493.0
2420,2421.0,501,2.534889115409986,390,52010.0
2430,2431.0,503,2.641176729385993,399,55780.0
2440,2441.0,505,2.601231480248502,393,57049.0
2450,2451.0,505,2.4516912620869955,396,57527.0
2460,2461.0,510,2.3691801185342545,402,59896.0
2470,2471.0,517,2.265393870473679,418,63819.0
2480,2481.0,518,2.1279022038694277,420,67668.0
2490,2491.0,519,2.350402827776074,412,71315.0
2500,2501.0,522,2.560926403545339,410,72290.0
2510,2511.0,521,2.7079218831381495,383,66358.0
2520,2521.0,526,2.600733559548766,382,60048.0
2530,2531.0,531,2.6291348984521283,383,59358.0
2540,2541.0,534,2.3413753443078407,400,54718.0
2550,2551.0,538,2.4099140208976526,384,42050.0
2560,2561.0,544,2.8316366093063294,360,33398.0
2570,2571.0,547,2.853291671356161,376,27401.0
2580,2581.0,550,2.73701252647558,394,23578.0
2590,2591.0,548,2.624607682163728,409,23218.0
